OBJECTID,Document Nbr,Crash Year,Crash Date,Crash Military Time,Crash Severity,K_People,A_People,B_People,C_People,Persons Injured,Pedestrians Killed,Pedestrians Injured,Vehicle Count,Collision Type,Weather Condition,Light Condition,Roadway Surface Condition,Relation To Roadway,Roadway Alignment,Roadway Surface Type,Roadway Defect,Roadway Description,Intersection Type,Traffic Control Type,Traffic Control Status,Work Zone Related,Work Zone Location,Work Zone Type,School Zone,First Harmful Event,First Harmful Event Loc,Alcohol?,Animal Related?,Unrestrained?,Bike?,Distracted?,Drowsy?,Drug Related?,Guardrail Related?,Hitrun?,Lgtruck?,Motorcycle?,Pedestrian?,Speed?,Max Speed Diff,RoadDeparture Type,Intersection Analysis,Senior?,Young?,Mainline?,Night?,VDOT District,Juris Code,Physical Juris Name,Functional Class,Facility Type,Area Type,SYSTEM,VSP,Ownership,Planning District,MPO Name,RTE Name,RNS MP,Node,Node Offset (ft),x,y,CRASH DATETIME,DAY OF WEEK CODE,DAY OF WEEK DESCRIPTION,CRASH CLASSIFICATION CODE,CRASH CLASSIFICATION DESCRIPTION,COLLISION ON PRIVATE PROPERTY,PEDESTRIAN INVOLVED,MANNER OF IMPACT CODE,MANNER OF IMPACT DESCRIPTION,ALCOHOL INVOLVED,DRUG INVOLVED,ROAD SURFACE CODE,ROAD SURFACE DESCRIPTION,LIGHTING CONDITION CODE,LIGHTING CONDITION DESCRIPTION,WEATHER 1 CODE,WEATHER 1 DESCRIPTION,WEATHER 2 CODE,WEATHER 2 DESCRIPTION,SEATBELT USED,MOTORCYCLE INVOLVED,MOTORCYCLE HELMET USED,BICYCLED INVOLVED,BICYCLE HELMET USED,LATITUDE,LONGITUDE,PRIMARY CONTRIBUTING CIRCUMSTANCE CODE,PRIMARY CONTRIBUTING CIRCUMSTANCE DESCRIPTION,SCHOOL BUS INVOLVED CODE,SCHOOL BUS INVOLVED DESCRIPTION,WORK ZONE,WORK ZONE LOCATION CODE,WORK ZONE LOCATION DESCRIPTION,WORK ZONE TYPE CODE,WORK ZONE TYPE DESCRIPTION,WORKERS PRESENT,the_geom,COUNTY CODE,COUNTY NAME,YEAR
193,DE-2015-000193,2015,04/15/2015,1824,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.47725,39.80058,2015 Apr 15 06:24:00 PM,4,Wednesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.80058,-75.47725,8,Following too close,0,No,N,,,,,N,POINT (-75.47725000021 39.800579999746),N,New Castle,2015
194,DE-2015-000194,2015,11/12/2015,2000,O,0,0,0,0,0,0,0,,16. Other,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.5976,38.71595,2015 Nov 12 08:00:00 PM,5,Thursday,1,Non-Reportable,Y,N,6,Rear to side,N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,38.71595,-75.5976,14,Improper backing,0,No,N,,,,,N,POINT (-75.597600000058 38.715950000284),S,Sussex,2015
195,DE-2009-000195,2009,12/09/2009,0223,O,0,0,0,0,0,0,0,,2. Angle,5. Rain,4. Darkness - Road Lighted,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,005,005. Sussex County,,,,,,,,,,,,,-75.5722595,38.5568512,2009 Dec 09 02:23:00 AM,3,Tuesday,2,Property Damage Only,N,N,3,Angle,N,N,2,Wet,4,Dark-Lighted,4,Rain,,,Y,N,N,N,N,38.5568512,-75.5722595,,,0,No,N,,,,,N,POINT (-75.572259499666 38.556851200123),S,Sussex,2009
196,DE-2015-000196,2015,04/17/2015,1320,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.52009,39.7857,2015 Apr 17 01:20:00 PM,6,Friday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.7857,-75.52009,6,Improper passing,0,No,N,,,,,N,POINT (-75.52009000034 39.785700000239),N,New Castle,2015
197,DE-2012-000197,2012,12/18/2012,1252,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.66466,39.66237,2012 Dec 18 12:52:00 PM,3,Tuesday,1,Non-Reportable,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.66237,-75.66466,8,Following too close,0,No,N,,,,,N,POINT (-75.664659999585 39.662370000098),N,New Castle,2012
198,DE-2010-000198,2010,05/28/2010,1820,B,0,0,1,0,1,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.59328,38.64033,2010 May 28 06:20:00 PM,6,Friday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.64033,-75.59328,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.59328000006 38.640330000108),S,Sussex,2010
199,DE-2010-000199,2010,11/08/2010,1132,O,0,0,0,0,0,0,0,,Not Provided,9. Other,7. Unknown,7. Other,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.23757,38.69272,2010 Nov 08 11:32:00 AM,2,Monday,1,Non-Reportable,N,N,,,N,N,,,,,,,,,Y,N,N,N,N,38.69272,-75.23757,17,Animal in Roadway - Deer,0,No,N,,,,,N,POINT (-75.237569999791 38.692720000315),S,Sussex,2010
200,DE-2012-000200,2012,12/09/2012,1146,O,0,0,0,0,0,0,0,,4. Sideswipe - Same Direction,3. Fog,5. Darkness - Road Not Lighted,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,005,005. Sussex County,,,,,,,,,,,,,-75.12301,38.505,2012 Dec 09 11:46:00 AM,1,Sunday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,2,Wet,5,Dark-Not Lighted,3,"Fog, Smog, Smoke",,,Y,N,N,N,N,38.505,-75.12301,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.123010000377 38.505000000192),S,Sussex,2012
201,DE-2011-000201,2011,08/22/2011,1126,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.77652,39.66486,2011 Aug 22 11:26:00 AM,2,Monday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.66486,-75.77652,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.776520000123 39.664860000249),N,New Castle,2011
202,DE-2015-000202,2015,04/13/2015,1600,O,0,0,0,0,0,0,0,,Not Provided,9. Other,2. Daylight,7. Other,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.59412,38.65792,2015 Apr 13 04:00:00 PM,2,Monday,1,Non-Reportable,N,N,99,Unknown,N,N,99,Unknown,1,Daylight,99,Unknown,,,Y,N,N,N,N,38.65792,-75.59412,99,Unknown,0,No,N,,,,,N,POINT (-75.594120000309 38.657920000173),S,Sussex,2015
203,DE-2009-000203,2009,12/12/2009,1359,O,0,0,0,0,0,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.2423709,38.7608188,2009 Dec 12 01:59:00 PM,7,Saturday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.7608188,-75.2423709,,,0,No,N,,,,,N,POINT (-75.2423709003 38.760818800195),S,Sussex,2009
204,DE-2011-000204,2011,09/05/2011,2213,O,0,0,0,0,0,0,0,,16. Other,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.4327,38.64996,2011 Sep 05 10:13:00 PM,2,Monday,2,Property Damage Only,N,N,88,Other,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.64996,-75.4327,16,Mechanical defects,0,No,N,,,,,N,POINT (-75.432700000343 38.649959999783),S,Sussex,2011
205,DE-2012-000205,2012,09/09/2012,1400,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.12216,38.72267,2012 Sep 09 02:00:00 PM,1,Sunday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,38.72267,-75.12216,8,Following too close,0,No,N,,,,,N,POINT (-75.122160000082 38.72266999999),S,Sussex,2012
206,DE-2009-000206,2009,03/11/2009,1235,O,0,0,0,0,0,0,0,,1. Rear End,3. Fog,2. Daylight,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.6868276,39.6214788,2009 Mar 11 12:35:00 PM,4,Wednesday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,3,"Fog, Smog, Smoke",,,Y,N,N,N,N,39.6214788,-75.6868276,,,0,No,N,,,,,N,POINT (-75.686827600087 39.621478799696),N,New Castle,2009
207,DE-2015-000207,2015,09/06/2015,1001,O,0,0,0,0,0,0,0,,8. Non-Collision,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.50531,38.75427,2015 Sep 06 10:01:00 AM,1,Sunday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.75427,-75.50531,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.505310000105 38.754269999989),S,Sussex,2015
208,DE-2009-000208,2009,08/07/2009,2015,B,0,0,1,0,1,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.6534324,39.6365816,2009 Aug 07 08:15:00 PM,6,Friday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.6365816,-75.6534324,,,0,No,N,,,,,N,POINT (-75.653432399718 39.636581599982),N,New Castle,2009
209,DE-2015-000209,2015,06/10/2015,1430,O,0,0,0,0,0,0,0,,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.56228,39.74487,2015 Jun 10 02:30:00 PM,4,Wednesday,1,Non-Reportable,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.74487,-75.56228,99,Unknown,0,No,N,,,,,N,POINT (-75.562280000191 39.744870000069),N,New Castle,2015
210,DE-2010-000210,2010,09/01/2010,2213,O,0,0,0,0,0,0,0,,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.5281,39.75966,2010 Sep 01 10:13:00 PM,4,Wednesday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.75966,-75.5281,2,Failed to yield right of way,0,No,N,,,,,N,POINT (-75.528100000149 39.759659999958),N,New Castle,2010
211,DE-2015-000211,2015,02/18/2015,2254,B,0,0,1,0,1,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.74413,39.65894,2015 Feb 18 10:54:00 PM,4,Wednesday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,4,Dark-Lighted,2,Cloudy,,,Y,N,N,N,N,39.65894,-75.74413,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.744130000184 39.658939999901),N,New Castle,2015
212,DE-2012-000212,2012,04/25/2012,1350,O,0,0,0,0,0,0,0,,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.50582,39.80261,2012 Apr 25 01:50:00 PM,4,Wednesday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.80261,-75.50582,2,Failed to yield right of way,0,No,N,,,,,N,POINT (-75.505819999743 39.802610000013),N,New Castle,2012
213,DE-2013-000213,2013,06/28/2013,2000,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.20312,38.64068,2013 Jun 28 08:00:00 PM,6,Friday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.64068,-75.20312,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.20312000031 38.640679999859),S,Sussex,2013
214,DE-2012-000214,2012,08/06/2012,2049,O,0,0,0,0,0,0,0,,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.55293,39.73803,2012 Aug 06 08:49:00 PM,2,Monday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.73803,-75.55293,7,Improper lane change,0,No,N,,,,,N,POINT (-75.552929999642 39.73802999985),N,New Castle,2012
215,DE-2009-000215,2009,10/09/2009,2309,O,0,0,0,0,0,0,0,,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,001,001. Kent County,,,,,,,,,,,,,-75.4290352,38.927485,2009 Oct 09 11:09:00 PM,6,Friday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,38.927485,-75.4290352,,,0,No,N,,,,,N,POINT (-75.429035200073 38.927484999721),K,Kent,2009
216,DE-2015-000216,2015,01/21/2015,2209,O,0,0,0,0,0,0,0,,Not Provided,9. Other,7. Unknown,7. Other,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.24032,38.7841,2015 Jan 21 10:09:00 PM,4,Wednesday,1,Non-Reportable,Y,N,,,N,N,,,,,,,,,Y,N,N,N,N,38.7841,-75.24032,19,"Other environmental circumstances - weather, glare",0,No,N,,,,,N,POINT (-75.240319999794 38.784099999716),S,Sussex,2015
217,DE-2015-000217,2015,02/21/2015,2200,O,0,0,0,0,0,0,0,,8. Non-Collision,6. Snow,4. Darkness - Road Lighted,3. Snowy,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.62824,39.73886,2015 Feb 21 10:00:00 PM,7,Saturday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,3,Snow,4,Dark-Lighted,6,Snow,,,Y,N,N,N,N,39.73886,-75.62824,19,"Other environmental circumstances - weather, glare",0,No,N,,,,,N,POINT (-75.628240000077 39.738860000251),N,New Castle,2015
218,DE-2012-000218,2012,12/17/2012,0327,B,0,0,1,0,1,0,0,,2. Angle,5. Rain,5. Darkness - Road Not Lighted,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.69718,39.67309,2012 Dec 17 03:27:00 AM,1,Sunday,3,Personal Injury Crash,N,N,3,Angle,N,N,2,Wet,5,Dark-Not Lighted,4,Rain,,,Y,N,N,N,N,39.67309,-75.69718,99,Unknown,0,No,N,,,,,N,POINT (-75.697180000119 39.673089999755),N,New Castle,2012
219,DE-2015-000219,2015,09/04/2015,1219,O,0,0,0,0,0,0,0,,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.55489,39.74673,2015 Sep 04 12:19:00 PM,6,Friday,1,Non-Reportable,N,N,4,"Sideswipe, same direction",N,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,39.74673,-75.55489,99,Unknown,0,No,N,,,,,N,POINT (-75.554889999625 39.746730000219),N,New Castle,2015
220,DE-2009-000220,2009,06/04/2009,1905,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.1480633,38.7659121,2009 Jun 04 07:05:00 PM,5,Thursday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.7659121,-75.1480633,,,0,No,N,,,,,N,POINT (-75.148063300389 38.765912099994),S,Sussex,2009
221,DE-2015-000221,2015,07/31/2015,2007,O,0,0,0,0,0,0,0,,5. Sideswipe - Opposite Direction,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,005,005. Sussex County,,,,,,,,,,,,,-75.21456,38.76774,2015 Jul 31 08:07:00 PM,6,Friday,1,Non-Reportable,N,N,5,"Sideswipe, opposite direction",N,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,38.76774,-75.21456,9,Made improper turn,0,No,N,,,,,N,POINT (-75.21455999964 38.767739999944),S,Sussex,2015
222,DE-2012-000222,2012,01/11/2012,2304,O,0,0,0,0,0,0,0,,4. Sideswipe - Same Direction,5. Rain,4. Darkness - Road Lighted,2. Wet,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,003,003. New Castle County,,,,,,,,,,,,,-75.64923,39.67558,2012 Jan 11 11:04:00 PM,4,Wednesday,1,Non-Reportable,Y,N,4,"Sideswipe, same direction",N,N,2,Wet,4,Dark-Lighted,4,Rain,,,Y,N,N,N,N,39.67558,-75.64923,7,Improper lane change,0,No,N,,,,,N,POINT (-75.649229999971 39.675580000086),N,New Castle,2012
223,DE-2010-000223,2010,09/24/2010,1648,B,0,0,1,0,1,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.65072,39.71101,2010 Sep 24 04:48:00 PM,6,Friday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.71101,-75.65072,8,Following too close,0,No,N,,,,,N,POINT (-75.6507199996 39.711010000183),N,New Castle,2010
224,DE-2013-000224,2013,07/24/2013,1653,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.74197,39.687,2013 Jul 24 04:53:00 PM,4,Wednesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.687,-75.74197,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.741970000185 39.687000000218),N,New Castle,2013
225,DE-2015-000225,2015,06/05/2015,2154,O,0,0,0,0,0,0,0,,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,Yes,No,Belted,No,No,No,Yes,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,003,003. New Castle County,,,,,,,,,,,,,-75.57267,39.67836,2015 Jun 05 09:54:00 PM,6,Friday,2,Property Damage Only,N,N,1,Front to rear,Y,Y,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.67836,-75.57267,10,Driving under the influence,0,No,N,,,,,N,POINT (-75.572670000107 39.678359999821),N,New Castle,2015
226,DE-2012-000226,2012,08/28/2012,0021,O,0,0,0,0,0,0,0,,2. Angle,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,Yes,,001,001. Kent County,,,,,,,,,,,,,-75.62967,39.21587,2012 Aug 28 12:21:00 AM,2,Monday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,39.21587,-75.62967,3,Passed Stop Sign,0,No,N,,,,,N,POINT (-75.62967000033 39.215870000252),K,Kent,2012
227,DE-2015-000227,2015,07/19/2015,1840,O,0,0,0,0,0,0,0,,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.58996,38.72308,2015 Jul 19 06:40:00 PM,1,Sunday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,1,Clear,Y,N,N,N,N,38.72308,-75.58996,2,Failed to yield right of way,0,No,N,,,,,N,POINT (-75.589960000144 38.72307999973),S,Sussex,2015
228,DE-2011-000228,2011,12/03/2011,1500,O,0,0,0,0,0,0,0,,16. Other,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,005,005. Sussex County,,,,,,,,,,,,,-75.18014,38.47842,2011 Dec 03 03:00:00 PM,7,Saturday,1,Non-Reportable,Y,N,88,Other,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.47842,-75.18014,99,Unknown,0,No,N,,,,,N,POINT (-75.180140000296 38.478420000275),S,Sussex,2011
229,DE-2015-000229,2015,12/04/2015,1500,O,0,0,0,0,0,0,0,,5. Sideswipe - Opposite Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,Not Provided,,,,,,,,2. No,,,Not Provided,,,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,,001,001. Kent County,,,,,,,,,,,,,-75.53525,39.18598,2015 Dec 04 03:00:00 PM,6,Friday,1,Non-Reportable,Y,N,5,"Sideswipe, opposite direction",N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.18598,-75.53525,99,Unknown,0,No,N,,,,,N,POINT (-75.535249999617 39.185980000152),K,Kent,2015
