Casetrackingid,Accidentdate,Accidenttime,Numberkilled,Numberinjured,Totalvehicles,Totalnonmotorists,Juvenilesinvolvedindicator,Secondarycrashindicator,Constructionzoneindicator,Schoolzoneindicator,Latitude,Longitude,Onroadaddress,_Primarystreet,_Crossstreet,Location,Numberoflanesblocked,Laneposition,Harmfulevent1,Harmfulevent2,Harmfulevent3,Harmfulevent4,Mostharmfulevent,Roadcontourcurves,Roadcontourgrade,Approachovertakingturn,Lightingcondition,Roaddescription,Roadcondition,Weathercondition1,Weathercondition2,Hitandrun_V1,Noncontact_V1,Parked_V1,Unlicenseddriver_V1,Duiindicator_V1,Vehicledefectcondition_V1,Positioninvehicle_D1,Drivingrestrictions_D1,Drivingendorsements_D1,Ejectionpath_D1,Safetyequipmentuse_D1,Safetyequipmenthelmet_D1,Age_D1,Airbagdeployment_D1,Injuryseverity_D1,Alcoholsuspected_D1,Marijuanasuspected_D1,Otherdrugssuspected_D1,Testedforotherdrugs_D1,Personsexcode_D1,Deadatscene_D1,Vehicletype_V1,Specialfunction_V1,Emergencylightsactivated_V1,Directionoftravel_V1,Vehiclemovement_V1,Roadwayspeedlimit_V1,Estimatedvehiclespeed_V1,Driverstatedspeed_V1,Driveraction1_V1,Driveraction2_V1,Mostapprthumancontrfactor1_V1,Mostapprthumancontrfactor2_V1,Mostapprthumancontrfactor3_V1,Autonomousvehiclecapability_V1,Drivercededcontrol_V1,Nonmotoristtype_V1,Nonmotoristmovement_V1,Nonmotoristlocation_V1,Nonmotoristlegofint_V1,Nonmotoristtypeoffacility_V1,Nonmotoristaction1_V1,Nonmotoristaction2_V1,Nonmotoristcontrfctr1_V1,Nonmotoristcontrfctr2_V1,Nonmotoristcontrfctr3_V1,Hitandrun_V2,Noncontact_V2,Parked_V2,Unlicenseddriver_V2,Duiindicator_V2,Vehicledefectcondition_V2,Positioninvehicle_D2,Drivingrestrictions_D2,Drivingendorsements_D2,Ejectionpath_D2,Safetyequipmentuse_D2,Safetyequipmenthelmet_D2,Age_D2,Airbagdeployment_D2,Injuryseverity_D2,Alcoholsuspected_D2,Marijuanasuspected_D2,Otherdrugssuspected_D2,Testedforotherdrugs_D2,Personsexcode_D2,Vehicletype_V2,Specialfunction_V2,Emergencylightsactivated_V2,Directionoftravel_V2,Vehiclemovement_V2,Roadwayspeedlimit_V2,Estimatedvehiclespeed_V2,Driverstatedspeed_V2,Driveraction1_V2,Driveraction2_V2,Mostapprthumancontrfactor1_V2,Mostapprthumancontrfactor2_V2,Mostapprthumancontrfactor3_V2,Autonomousvehiclecapability_V2,Drivercededcontrol_V2,Nonmotoristtype_V2,Nonmotoristmovement_V2,Nonmotoristlocation_V2,Nonmotoristlegofint_V2,Nonmotoristtypeoffacility_V2,Nonmotoristaction1_V2,Nonmotoristaction2_V2,Nonmotoristcontrfctr1_V2,Nonmotoristcontrfctr2_V2,Nonmotoristcontrfctr3_V2,Hitandrun_V3,Noncontact_V3,Parked_V3,Unlicenseddriver_V3,Duiindicator_V3,Positioninvehicle_D3,Drivingrestrictions_D3,Drivingendorsements_D3,Ejection_D3,Safetyequipmentuse_D3,Age_D3,Airbagdeployment_D3,Injuryseverity_D3,Alcoholsuspected_D3,Marijuanasuspected_D3,Otherdrugssuspected_D3,Testedforotherdrugs_D3,Personsexcode_D3,Vehicletype_V3,Specialfunction_V3,Emergencylightsactivated_V3,Directionoftravel_V3,Vehiclemovement_V3,Roadwayspeedlimit_V3,Estimatedvehiclespeed_V3,Driverstatedspeed_V3,Driveraction1_V3,Driveraction2_V3,Mostapprthumancontrfactor1_V3,Mostapprthumancontrfactor2_V3,Mostapprthumancontrfactor3_V3,Autonomousvehiclecapability_V3,Drivercededcontrol_V3,Nonmotoristtype_V3,Nonmotoristmovement_V3,Nonmotoristlocation_V3,Nonmotoristlegofint_V3,Nonmotoristtypeoffacility_V3,Nonmotoristaction1_V3,Nonmotoristaction2_V3,Nonmotoristcontrfctr1_V3,Nonmotoristcontrfctr2_V3,Nonmotoristcontrfctr3_V3
250059278,7/7/2025 10:03:00 AM,7/7/2025 10:03:00 AM,0.00,0.00,2.00,0.00,true,false,false,false,39.53,-104.94,,MCARTHUR RANCH RD,WILDCAT RESERVE PKWY,On-roadway,0.00,3,Front to Rear,,,,Front to Rear,Straight,Level,Not Applicable,Daylight,Intersection Related,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,Complied With,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",67.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,Pickup Truck/Utility Van,No Special Function,false,West,Backing,40.00,3.00,3.00,Improper Backing,,Looked / Did Not See,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",17.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,Passenger Car/Passenger Van,No Special Function,false,West,Stopped in Traffic,40.00,0.00,0.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250059288,7/7/2025 10:32:00 AM,7/7/2025 10:32:00 AM,0.00,1.00,1.00,0.00,false,false,false,false,39.55,-104.80,,AVENTERRA PKWY,STONEGATE PKWY,Ran off left side,0.00,2,Tree,,,,Tree,Curve Right,Level,Not Applicable,Daylight,Non-intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,Compliance Not Known,Complied With,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",64.00,Deployed at pos. and others,Suspected Serious Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,SUV,No Special Function,false,East,Negotiating a Curve,35.00,35.00,,Other Contributing Action,,Medical,Illness,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250059393,7/7/2025 2:30:00 PM,7/7/2025 2:30:00 PM,0.00,0.00,2.00,0.00,true,false,false,false,39.49,-105.03,,SAN ANTONIO DR,WATERCRESS DR,On-roadway,0.00,1,Front to Rear,,,,Front to Rear,Straight,Level,Not Applicable,Daylight,At Intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,No Helmet,43.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,Pickup Truck/Utility Van,No Special Function,false,Northwest,Backing,25.00,5.00,5.00,Improper Backing,,Not Observed,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",42.00,Not Equipped,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,SUV,No Special Function,false,Northeast,Stopped in Traffic,25.00,0.00,0.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250059399,7/7/2025 2:46:00 PM,7/7/2025 2:46:00 PM,0.00,0.00,1.00,1.00,false,false,false,false,39.54,-105.00,,WESTRIDGE KNOLLS AVE,KENDRICK CASTILLO WAY,On-roadway,0.00,1,Bicycle / Motorized Bicycle,,,,Bicycle / Motorized Bicycle,Straight,Uphill,Not Applicable,Daylight,At Intersection,Dry,Clear,,true,false,false,,,,,,,,,,,,,,,,,,,Passenger Car/Passenger Van,No Special Function,false,Northeast,Making Left Turn,30.00,15.00,,Disregard Stop Sign,,Not Observed,,,No Automation,,Bicyclist,Going Straight,Intersection-Other,South,Marked Bicycle Lane,No Contributing Action,,,,,,,,,,,,,,,,Helmet Properly Used,57.00,,Possible Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250059667,7/8/2025 12:08:00 PM,7/8/2025 12:08:00 PM,0.00,0.00,2.00,0.00,true,false,false,false,39.54,-104.95,,UNIVERSITY BLVD,HIGHLANDS RANCH PKWY,On-roadway,0.00,1,Front to Side,,,,Front to Side,Straight,Level,Not Applicable,Daylight,At Intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,Complied With,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",17.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,Passenger Car/Passenger Van,No Special Function,false,East,Going Straight,45.00,40.00,40.00,Failed to Stop at Signal,,Looked / Did Not See,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",21.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,SUV,No Special Function,false,North,Making Left Turn,45.00,10.00,10.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250059668,7/8/2025 12:13:00 PM,7/8/2025 12:13:00 PM,0.00,0.00,2.00,0.00,false,false,false,false,39.55,-105.01,,KENDRICK CASTILLO WAY,DESERT WILLOW RD,On-roadway,1.00,2,Front to Rear,,,,Front to Rear,Straight,Downhill,Not Applicable,Daylight,Intersection Related,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",21.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,SUV,No Special Function,false,South,Slowing,45.00,30.00,30.00,Followed Too Closely,,Driver Inexperience,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",55.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,Passenger Car/Passenger Van,No Special Function,false,South,Stopped in Traffic,45.00,0.00,0.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250059737,7/8/2025 3:08:00 PM,7/8/2025 3:08:00 PM,0.00,0.00,2.00,0.00,true,false,false,false,39.56,-104.99,,BROADWAY,PLAZA DR,On-roadway,0.00,1,Front to Side,,,,Front to Side,Straight,Downhill,Not Applicable,Daylight,Non-intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",17.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,SUV,No Special Function,false,South,Changing lanes,45.00,44.00,45.00,Careless Driving,,Looked / Did Not See,Driver Inexperience,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",16.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,SUV,No Special Function,false,South,Going Straight,45.00,45.00,47.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250059757,7/8/2025 3:46:00 PM,7/8/2025 3:46:00 PM,0.00,1.00,1.00,1.00,true,false,false,false,39.54,-104.94,,WILDCAT RESERVE PKWY,CRESTHILL LN,On-roadway,0.00,1,Bicycle / Motorized Bicycle,,,,Bicycle / Motorized Bicycle,Straight,Downhill,Not Applicable,Daylight,Intersection Related,Dry,Clear,,true,false,false,,,,,,,,,,,,,,,,,,,SUV,No Special Function,false,West,Making Right Turn,30.00,10.00,,Failed to Yield ROW,,Not Observed,,,No Automation,,Bicyclist,Going Straight,Intersection-Marked Crosswalk,East,Crosswalk,Cross/Enter at Intersection,,Inexperience,,,,,,,,,,,,,,,13.00,,Suspected Minor Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250059869,7/8/2025 11:29:00 PM,7/8/2025 11:29:00 PM,0.00,0.00,1.00,0.00,false,false,false,false,39.44,-104.91,5500.00,DANIELS PARK RD,,On-roadway,1.00,1,Wild Animal,,,,Wild Animal,Straight,Level,Not Applicable,Dark-unlighted,Non-intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",19.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,SUV,No Special Function,false,South,Going Straight,40.00,40.00,40.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250059874,7/9/2025 12:36:00 AM,7/9/2025 12:36:00 AM,0.00,1.00,1.00,0.00,false,false,false,false,39.43,-104.75,7200.00,BAYOU GULCH RD,,On-roadway,0.00,0,Wild Animal,Overturning/Rollover,Ditch,Culvert or Headwall,Wild Animal,Straight,Level,Not Applicable,Dark-unlighted,Non-intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,Complied With,Motorcycle,Properly used,Helmet Properly Used,19.00,Not Equipped,Suspected Serious Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,Motorcycle,No Special Function,false,West,Going Straight,45.00,40.00,40.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250060032,7/9/2025 12:56:00 PM,7/9/2025 12:56:00 PM,0.00,0.00,1.00,1.00,true,false,false,false,39.54,-104.95,,HIGHLANDS RANCH PKWY,CLAIRTON DR,On-roadway,1.00,2,Bicycle / Motorized Bicycle,,,,Bicycle / Motorized Bicycle,Straight,Uphill,Approach Turn,Daylight,At Intersection,Dry,Clear,,,,,,,,,,,,,,46.00,,,,,,,m,,,,,,,,,,,,,,,,,Bicyclist,Going Straight,Intersection-Other,South,Marked Bicycle Lane,Traveling Along Roadway Against Traffic In or Adjacent to Travel Lane,,,,,false,false,false,false,false,No Vehicle Defects,Driver,Complied With,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",18.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,SUV,No Special Function,false,North,Making Right Turn,25.00,2.00,2.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250060196,7/10/2025 2:23:00 AM,7/10/2025 2:23:00 AM,0.00,1.00,1.00,0.00,true,false,false,false,39.50,-105.07,9300.00,RAMPART RANGE RD,,Ran off right side,1.00,,Embankment,Overturning/Rollover,,,Overturning/Rollover,Straight,Downhill,Not Applicable,Dark-unlighted,Non-intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",17.00,Deployed at pos. only,Suspected Minor Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,SUV,No Special Function,false,South,Going Straight,50.00,50.00,50.00,Over-Correcting / Over-Steering,,Asleep or Fatigued,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250060229,7/10/2025 8:49:00 AM,7/10/2025 8:49:00 AM,0.00,0.00,3.00,0.00,true,false,false,false,39.54,-104.95,,FAIRVIEW PKWY,WEYBRIDGE ST,On-roadway,1.00,2,Front to Side,,,,Front to Side,Curve Left,Level,Not Applicable,Daylight,At Intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,Complied With,None,Not Ejected/Not Applicable,Improperly used,"N/A Cars, truck, etc.",41.00,Deployed at pos. and others,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,SUV,No Special Function,false,North,Going Straight,40.00,40.00,,Failed to Stop at Signal,,Not Observed,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,Complied With,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",15.00,Deployed at pos. and others,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,SUV,No Special Function,false,East,Going Straight,25.00,15.00,12.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,false,false,false,false,false,Driver,Complied With,None,No,Properly used,30.00,Not Deployed,Possible Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,Passenger Car/Passenger Van,No Special Function,false,Southwest,Going Straight,25.00,3.00,,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,
250060364,7/10/2025 3:39:00 PM,7/10/2025 3:39:00 PM,0.00,0.00,2.00,0.00,true,false,false,false,39.52,-104.68,,PARKER RD,PINEWOOD DR,On-roadway,1.00,1,Front to Rear,,,,Front to Rear,Straight,Level,Not Applicable,Daylight,Driveway Access Related,Dry,Cloudy,,false,false,false,false,false,No Vehicle Defects,Driver,Complied With,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",17.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,SUV,No Special Function,false,East,Going Straight,35.00,20.00,,Followed Too Closely,,Driver Inexperience,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",33.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,SUV,No Special Function,false,East,Stopped in Traffic,35.00,0.00,0.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250060481,7/10/2025 9:48:00 PM,7/10/2025 9:48:00 PM,0.00,0.00,2.00,0.00,false,false,false,false,39.53,-104.94,,CHERRYHURST AVE,WILDCAT RESERVE PKWY,On-roadway,1.00,2,Front to Side,,,,Front to Side,Straight,Level,Not Applicable,Dark-lighted,At Intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",23.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,Passenger Car/Passenger Van,No Special Function,false,South,Going Straight,45.00,65.00,65.00,Reckless Driving,Speeding,Aggressive Driving,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",18.00,Deployed at pos. and others,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,SUV,No Special Function,false,North,Making Left Turn,45.00,5.00,,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250060811,7/11/2025 8:48:00 PM,7/11/2025 8:48:00 PM,0.00,0.00,2.00,0.00,false,false,false,false,39.55,-105.00,,HIGHLANDS RANCH PKWY,HEPBURN ST,On-roadway,4.00,1,Front to Side,,,,Front to Side,Straight,Level,Approach Turn,Dawn or dusk,At Intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,Not Complied With,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",18.00,Deployed at pos. and others,Possible Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,Passenger Car/Passenger Van,No Special Function,false,South,Making Left Turn,15.00,15.00,,Failed to Yield ROW,,Driver Inexperience,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",54.00,Deployed at pos. only,Possible Injury,No SFST,Marijuana Not Suspected,No SFST,Not Tested,f,SUV,No Special Function,false,North,Going Straight,45.00,20.00,,Speeding,,Not Observed,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250060845,7/11/2025 11:33:00 PM,7/11/2025 11:33:00 PM,0.00,0.00,1.00,0.00,false,false,false,false,39.50,-104.83,16000.00,HESS RD,,On-roadway,2.00,1,Wild Animal,,,,Wild Animal,Curve Right,Downhill,Not Applicable,Dark-unlighted,Non-intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",67.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,Pickup Truck/Utility Van,No Special Function,false,East,Going Straight,45.00,45.00,45.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250060912,7/12/2025 9:53:00 AM,7/12/2025 9:53:00 AM,0.00,0.00,2.00,0.00,false,false,false,false,39.56,-104.96,,UNIVERSITY BLVD,DAD CLARK DR,On-roadway,0.00,1,Side to Side - Same Direction,,,,Side to Side - Same Direction,Straight,Level,Not Applicable,Daylight,Non-intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,Complied With,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",28.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,Pickup Truck/Utility Van,No Special Function,false,North,Changing lanes,45.00,25.00,20.00,Lane Violation,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",22.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,SUV,No Special Function,false,North,Going Straight,45.00,45.00,45.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250060952,7/12/2025 12:33:00 PM,7/12/2025 12:33:00 PM,0.00,0.00,2.00,0.00,false,false,false,false,39.57,-104.99,,BROADWAY,COUNTY LINE RD,On-roadway,0.00,4,Front to Rear,,,,Front to Rear,Straight,Uphill,Not Applicable,Daylight,Intersection Related,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",79.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,Passenger Car/Passenger Van,No Special Function,false,North,Going Straight,45.00,10.00,,Followed Too Closely,,Age / Driver Ability,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",85.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,SUV,No Special Function,false,North,Stopped in Traffic,45.00,0.00,0.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250061186,7/13/2025 10:37:00 AM,7/13/2025 10:37:00 AM,0.00,0.00,3.00,0.00,true,false,false,false,39.54,-104.81,,CHAMBERS RD,LINCOLN AVE,On-roadway,1.00,4,Front to Rear,Front to Rear,,,Front to Front,Straight,Level,Not Applicable,Daylight,Intersection Related,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",19.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,Pickup Truck/Utility Van,No Special Function,false,South,Making Right Turn,45.00,10.00,10.00,Careless Driving,,Looked / Did Not See,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,Complied With,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",17.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,SUV,No Special Function,false,South,Making Right Turn,45.00,0.00,0.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,false,false,false,false,false,Driver,None,None,No,Properly used,45.00,Not Deployed,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,Pickup Truck/Utility Van,No Special Function,false,South,Making Right Turn,45.00,0.00,0.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,
250061289,7/13/2025 4:35:00 PM,7/13/2025 4:35:00 PM,0.00,1.00,1.00,0.00,false,false,false,false,39.21,-104.92,,PERRY PARK RD,FOX FARM RD,Ran off right side,1.00,1,Ditch,,,,Ditch,Curve Left,Level,Not Applicable,Daylight,Non-intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,Complied With,Motorcycle,Properly used,No Helmet,64.00,Not Equipped,Suspected Serious Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,,Motorcycle,No Special Function,false,North,Negotiating a Curve,50.00,50.00,45.00,No Contributing Action,,Driver Unfamiliar With Area,,,No Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250061398,7/14/2025 7:24:00 AM,7/14/2025 7:24:00 AM,0.00,0.00,3.00,0.00,true,false,false,false,39.55,-105.02,9300.00,FOOTHILLS CANYON BLVD,,On-roadway,1.00,1,Front to Rear,Front to Rear,,,Front to Rear,Straight,Level,Not Applicable,Daylight,Non-intersection,Dry,Clear,,false,false,false,false,false,No Vehicle Defects,Driver,None,None,Not Ejected/Not Applicable,Properly used,"N/A Cars, truck, etc.",35.00,Deployed at pos. only,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,,SUV,No Special Function,false,North,Going Straight,30.00,40.00,30.00,Followed Too Closely,,Distracted/Other Interior,,,No Automation,,,,,,,,,,,,false,false,false,false,false,No Vehicle Defects,Driver,Complied With,None,Not Ejected/Not Applicable,Not used,"N/A Cars, truck, etc.",24.00,Not Equipped,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,f,SUV,No Special Function,false,North,Stopped in Traffic,30.00,0.00,0.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,,false,false,false,false,false,Driver,Complied With,None,No,Properly used,41.00,Not Equipped,No Apparent Injury,No Observed,Marijuana Not Suspected,No Observed,Not Tested,m,Passenger Car/Passenger Van,No Special Function,false,North,Stopped in Traffic,30.00,0.00,0.00,No Contributing Action,,No apparent contributing factor,,,No Automation,,,,,,,,,,,
