OBJECTID,Document Nbr,Crash Year,Crash Date,Crash Military Time,Crash Severity,K_People,A_People,B_People,C_People,Persons Injured,Pedestrians Killed,Pedestrians Injured,Vehicle Count,Collision Type,Weather Condition,Light Condition,Roadway Surface Condition,Relation To Roadway,Roadway Alignment,Roadway Surface Type,Roadway Defect,Roadway Description,Intersection Type,Traffic Control Type,Traffic Control Status,Work Zone Related,Work Zone Location,Work Zone Type,School Zone,First Harmful Event,First Harmful Event Loc,Alcohol?,Animal Related?,Unrestrained?,Bike?,Distracted?,Drowsy?,Drug Related?,Guardrail Related?,Hitrun?,Lgtruck?,Motorcycle?,Pedestrian?,Speed?,Max Speed Diff,RoadDeparture Type,Intersection Analysis,Senior?,Young?,Mainline?,Night?,VDOT District,Juris Code,Physical Juris Name,Functional Class,Facility Type,Area Type,SYSTEM,VSP,Ownership,Planning District,MPO Name,RTE Name,RNS MP,Node,Node Offset (ft),x,y
361,170105157,2017,1/10/2017 5:00,813,O,0,0,0,0,0,0,0,2,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,Yes,No,No,No,,NOT_RD,Not Intersection,No,No,Yes,No,8. Staunton,115,115. City of Harrisonburg,"1-Interstate (A,1)",4-Two-Way Divided,Urban,VDOT Interstate,2,1. State Hwy Agency,Central Shenandoah,HAR,R-VA   IS00081NB,248.15,,,-78.84970849,38.4382379
362,171345279,2017,5/14/2017 4:00,1756,O,0,0,0,0,0,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,10. Intersection Related - Within 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",4. Four Approaches,1. No Traffic Control,6. No Traffic Control Device Present,2. No,,,3. No,2. Trees,"8. Off Roadway, Location Unknown",No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Urban Intersection,No,No,Yes,No,9. Northern Virginia,0,000. Arlington County,"7-Local (J,6)",,Urban,NonVDOT secondary,7,2. County Hwy Agency,Northern Virginia,NOVA,S-VA000PR 20TH ST S,0.95,100776,26.26,-77.06821473,38.85546888
363,170585135,2017,2/22/2017 5:00,1315,C,0,0,0,2,2,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,10. Intersection Related - Within 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"4. One-Way, Not Divided",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,No,Yes,No,5. Hampton Roads,47,047. James City County,"5-Major Collector (I,4)",3-Two-Way Undivided,Urban,VDOT Secondary,5,1. State Hwy Agency,Hampton Roads,HAMP,R-VA047SC00658EB,1.33,398156,70.33,-76.73405236,37.31584912
364,172795343,2017,8/17/2017 4:00,1843,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Urban Intersection,No,No,Yes,No,9. Northern Virginia,110,110. City of Falls Church,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,7,3. City or Town Hwy Agency,Northern Virginia,NOVA,R-VA   US00029NB,243.28,278601,28.22,-77.17106231,38.88224453
365,171555145,2017,6/2/2017 4:00,1200,O,0,0,0,0,0,0,0,2,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Main-Line Roadway,2. Curve - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,Yes,No,No,No,,NOT_RD,Not Intersection,No,No,Yes,No,2. Salem,157,157. Town of Rocky Mount,2-Principal Arterial - Other Freeways and Expressways (B),4-Two-Way Divided,Urban,VDOT Primary,6,1. State Hwy Agency,"Roanoke Valley-Alleghany, West Piedmont",,R-VA   US00220SB,41.05,,,-79.88171746,37.0195318
366,172395118,2017,8/21/2017 4:00,1800,O,0,0,0,0,0,0,0,2,1. Rear End,5. Rain,2. Daylight,2. Wet,8. Non-Intersection,4. Grade - Curve,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,Yes,70,NOT_RD,Not Intersection,No,Yes,Yes,No,6. Fredericksburg,89,089. Stafford County,"1-Interstate (A,1)",4-Two-Way Divided,Urban,VDOT Interstate,2,1. State Hwy Agency,George Washington Regional,FRED,R-VA   IS00095NB,147.68,,,-77.37529692,38.51399779
367,171655122,2017,6/4/2017 4:00,0,C,0,0,0,2,2,0,0,2,16. Other,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",3. Three Approaches,4. Stop Sign,1. Yes - Working,2. No,,,3. No,22. Bicycle,1. On Roadway,Yes,No,Belted,Yes,Yes,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,Yes,Yes,9. Northern Virginia,155,155. City of Manassas,"7-Local (J,6)",3-Two-Way Undivided,Urban,NonVDOT secondary,7,3. City or Town Hwy Agency,Northern Virginia,NOVA,S-VA155PR BEECH PL,0.12,,,-77.47705435,38.74418968
368,171395143,2017,5/14/2017 4:00,1014,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,3. Grade - Straight,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,Yes,Yes,No,4. Richmond,37,037. Goochland County,"5-Major Collector (I,4)",3-Two-Way Undivided,Rural,VDOT Secondary,1,1. State Hwy Agency,Richmond Regional,RICH,R-VA037SC00606SB,2.23,,,-78.05211025,37.76589035
369,172455299,2017,9/2/2017 4:00,2155,O,0,0,0,0,0,0,0,2,1. Rear End,5. Rain,4. Darkness - Road Lighted,2. Wet,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,Yes,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,No,No,Yes,Yes,8. Staunton,138,138. City of Winchester,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,VDOT Primary,2,1. State Hwy Agency,Northern Shenandoah Valley,WINC,R-VA   SR00007EB,1.68,334159,71.09,-78.13936268,39.18481947
370,170295198,2017,1/29/2017 5:00,1900,B,0,0,1,0,1,0,1,1,12. Ped,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,19. Ped,2. Shoulder,No,No,Belted,No,Yes,No,No,No,Yes,No,No,Yes,No,,NOT_RD,Not Intersection,No,No,Yes,Yes,7. Culpeper,2,002. Albemarle County,"5-Major Collector (I,4)",3-Two-Way Undivided,Rural,VDOT Primary,3,1. State Hwy Agency,Thomas Jefferson,,R-VA   SR00006EB,32.69,1136109,438.43,-78.55741738,37.81431597
371,172885059,2017,10/14/2017 4:00,1040,B,0,0,1,0,1,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,Yes,Yes,No,4. Richmond,20,020. Chesterfield County,"3-Principal Arterial - Other (E,2)",3-Two-Way Undivided,Urban,VDOT Primary,1,1. State Hwy Agency,"Richmond Regional, Crater",RICH,R-VA   SR00147EB,1.14,,,-77.61429588,37.52107583
372,170845112,2017,3/25/2017 4:00,745,O,0,0,0,0,0,0,0,3,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Main-Line Roadway,2. Curve - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,1. Yes,6. Parked Vehicle,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,RD_UNKNOWN,Not Intersection,No,No,Yes,No,9. Northern Virginia,29,029. Fairfax County,"5-Major Collector (I,4)",3-Two-Way Undivided,Urban,VDOT Secondary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA029SC04721EB,0.34,271666,303.83,-77.37455458,38.94392754
373,170645222,2017,2/14/2017 5:00,1723,O,0,0,0,0,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,Yes,30,NOT_RD,Not Intersection,No,No,Yes,No,4. Richmond,43,043. Henrico County,"1-Interstate (A,1)",4-Two-Way Divided,Urban,VDOT Interstate,1,1. State Hwy Agency,Richmond Regional,RICH,R-VA   IS00064EB,183.07,,,-77.53596431,37.61107404
374,172755303,2017,10/2/2017 4:00,1410,O,0,0,0,0,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,10. Intersection Related - Within 150 Feet,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",3. Three Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,Yes,No,4. Richmond,43,043. Henrico County,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,VDOT Primary,1,1. State Hwy Agency,Richmond Regional,RICH,R-VA   US00250EB,154.41,,,-77.59212354,37.64794912
375,172065274,2017,7/25/2017 4:00,1442,O,0,0,0,0,0,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,1. No Traffic Control,6. No Traffic Control Device Present,2. No,,,3. No,2. Trees,2. Shoulder,No,No,Belted,No,Yes,Yes,No,No,No,No,No,No,No,,RD_UNKNOWN,Not Intersection,Yes,No,Yes,No,9. Northern Virginia,53,053. Loudoun County,6-Minor Collector (5),3-Two-Way Undivided,Rural,VDOT Secondary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA053SC00690NB,10.36,,,-77.70317432,39.21732821
376,172465070,2017,9/1/2017 4:00,1215,O,0,0,0,0,0,0,0,1,9. Fixed Object - Off Road,5. Rain,2. Daylight,2. Wet,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,1. Bank Or Ledge,3. Median,No,No,Belted,No,No,No,No,No,No,No,No,No,Yes,5,RD_LEFT,Not Intersection,No,No,Yes,No,7. Culpeper,2,002. Albemarle County,"1-Interstate (A,1)",4-Two-Way Divided,Urban,VDOT Interstate,3,1. State Hwy Agency,Thomas Jefferson,CVIL,R-VA   IS00064WB,124.18,,,-78.43621743,38.0194965
377,172965075,2017,10/23/2017 4:00,625,O,0,0,0,0,0,0,0,1,10. Deer,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,23. Animal,1. On Roadway,No,Yes,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,Yes,Yes,8. Staunton,82,082. Rockingham County,"4-Minor Arterial (H,3)",3-Two-Way Undivided,Rural,VDOT Primary,2,1. State Hwy Agency,Central Shenandoah,,R-VA   SR00276NB,5,,,-78.85782123,38.3426074
378,173315240,2017,2/2/2017 5:00,745,O,0,0,0,0,0,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",3. Three Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,VDOT Intersection,Yes,No,Yes,No,2. Salem,44,044. Henry County,"4-Minor Arterial (H,3)",3-Two-Way Undivided,Rural,VDOT Primary,6,1. State Hwy Agency,West Piedmont,,R-VA   SR00057WBALT001,2.87,383757,10.59,-79.96022677,36.73483559
379,172815022,2017,10/7/2017 4:00,2153,B,0,0,3,0,3,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,Yes,Yes,9. Northern Virginia,29,029. Fairfax County,"4-Minor Arterial (H,3)",4-Two-Way Divided,Urban,VDOT Secondary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA029SC00644WB,6.88,,,-77.17182975,38.777965
380,171545005,2017,5/31/2017 4:00,521,O,0,0,0,0,0,0,0,2,5. Sideswipe - Opposite Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,4. Stop Sign,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,Yes,10,RD_UNKNOWN,Not Intersection,No,No,Yes,No,5. Hampton Roads,122,122. City of Norfolk,"7-Local (J,6)",3-Two-Way Undivided,Urban,NonVDOT secondary,5,3. City or Town Hwy Agency,Hampton Roads,HAMP,S-VA122PR DUDLEY AVE,0.24,,,-76.24842975,36.94278262
381,171975290,2017,7/15/2017 4:00,2035,B,0,0,1,0,1,0,0,1,10. Deer,1. No Adverse Condition (Clear/Cloudy),3. Dusk,1. Dry,1. Main-Line Roadway,2. Curve - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,23. Animal,1. On Roadway,No,Yes,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,Yes,No,Yes,No,6. Fredericksburg,49,049. King & Queen County,6-Minor Collector (5),3-Two-Way Undivided,Rural,VDOT Secondary,1,1. State Hwy Agency,Middle Peninsula,,R-VA049SC00620SB,4.29,,,-76.94946419,37.77147032
382,171535085,2017,6/2/2017 4:00,805,O,0,0,0,0,0,0,0,2,4. Sideswipe - Same Direction,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,1. No Traffic Control,6. No Traffic Control Device Present,2. No,,,3. No,6. Parked Vehicle,1. On Roadway,No,No,Belted,No,No,No,No,No,No,Yes,No,No,No,,NOT_RD,Urban Intersection,No,No,Yes,No,4. Richmond,127,127. City of Richmond,"5-Major Collector (I,4)",3-Two-Way Undivided,Urban,NonVDOT secondary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,S-VA127PR P ST,0.28,210701,141.9,-77.41259666,37.53749293
383,172555190,2017,9/3/2017 4:00,1052,B,0,0,1,0,1,0,0,2,2. Angle,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,3. Grade - Straight,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,Yes,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,No,No,9. Northern Virginia,29,029. Fairfax County,"1-Interstate (A,1)",1-One-Way Undivided,Urban,VDOT Interstate,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA   IS00495NB      RMP169.00A,0.03,,,-77.17365327,38.79183721
384,172045151,2017,7/23/2017 4:00,853,C,0,0,0,1,1,0,0,3,6. Fixed Object in Road,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,6. Parked Vehicle,1. On Roadway,No,No,Belted,No,Yes,Yes,No,No,No,No,No,No,No,,RD_UNKNOWN,Not Intersection,No,No,Yes,No,6. Fredericksburg,111,111. City of Fredericksburg,"7-Local (J,6)",3-Two-Way Undivided,Urban,NonVDOT secondary,2,3. City or Town Hwy Agency,George Washington Regional,FRED,S-VA111PR RIVERSIDE DR,0.12,,,-77.47373986,38.31941623
385,170755089,2017,3/8/2017 5:00,1351,A,0,1,0,0,1,0,0,1,9. Fixed Object - Off Road,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,3. Grade - Straight,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,7. No Passing Lines,1. Yes - Working,2. No,,,3. No,2. Trees,2. Shoulder,Yes,No,Belted,No,No,No,No,No,No,No,No,No,Yes,25,RD_LEFT,Not Intersection,No,No,Yes,No,1. Bristol,98,098. Wythe County,"4-Minor Arterial (H,3)",3-Two-Way Undivided,Rural,VDOT Primary,4,1. State Hwy Agency,Mount Rogers,,R-VA   US00021NB,26.79,,,-81.15946598,36.87636068
386,171675112,2017,6/14/2017 4:00,2035,A,0,1,0,0,1,0,0,2,5. Sideswipe - Opposite Direction,4. Mist,3. Dusk,2. Wet,8. Non-Intersection,8. Dip - Curve,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,Yes,No,No,,RD_UNKNOWN,Not Intersection,No,Yes,Yes,No,4. Richmond,37,037. Goochland County,"5-Major Collector (I,4)",3-Two-Way Undivided,Rural,VDOT Secondary,1,1. State Hwy Agency,Richmond Regional,RICH,R-VA037SC00606SB,0.72,,,-78.05910723,37.74511633
387,172215039,2017,8/9/2017 4:00,203,O,0,0,0,0,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,1. No Traffic Control,6. No Traffic Control Device Present,2. No,,,3. No,6. Parked Vehicle,1. On Roadway,No,No,Belted,No,No,No,No,No,Yes,No,No,No,No,,RD_UNKNOWN,Not Intersection,No,No,Yes,Yes,9. Northern Virginia,29,029. Fairfax County,"7-Local (J,6)",3-Two-Way Undivided,Urban,VDOT Secondary,7,1. State Hwy Agency,Northern Virginia,NOVA,R-VA029SC02961NB,0.32,269205,304.65,-77.12174772,38.73487657
388,173415132,2017,12/6/2017 5:00,857,O,0,0,0,0,0,0,0,2,2. Angle,5. Rain,2. Daylight,2. Wet,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,Yes,No,5. Hampton Roads,124,124. City of Portsmouth,"1-Interstate (A,1)",4-Two-Way Divided,Urban,VDOT Interstate,5,1. State Hwy Agency,Hampton Roads,HAMP,R-VA   IS00264EB,1.5,,,-76.37826409,36.7991635
389,171375051,2017,5/16/2017 4:00,2315,C,0,0,0,3,3,0,0,3,1. Rear End,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,8. Non-Intersection,3. Grade - Straight,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,1. Yes,1. Advance Warning Area,1. Lane Closure,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,Yes,No,No,No,No,No,No,Yes,30,NOT_RD,Not Intersection,No,No,Yes,Yes,6. Fredericksburg,88,088. Spotsylvania County,"1-Interstate (A,1)",4-Two-Way Divided,Rural,VDOT Interstate,2,1. State Hwy Agency,George Washington Regional,FRED,R-VA   IS00095NB,122.1,,,-77.501602,38.18029975
390,170485008,2017,2/15/2017 5:00,2130,B,0,0,1,0,1,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),5. Darkness - Road Not Lighted,1. Dry,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"1. Two-Way, Not Divided",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,Yes,No,No,No,No,No,No,No,,NOT_RD,Not Intersection,No,No,Yes,Yes,6. Fredericksburg,16,016. Caroline County,"4-Minor Arterial (H,3)",3-Two-Way Undivided,Rural,VDOT Primary,1,1. State Hwy Agency,George Washington Regional,,R-VA   SR00002SB,44.72,,,-77.39074315,38.2021191
391,172165104,2017,8/3/2017 4:00,1155,B,0,0,1,2,3,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,1. Main-Line Roadway,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,Yes,No,No,No,No,No,No,No,No,,NOT_RD,Urban Intersection,No,No,Yes,No,5. Hampton Roads,134,134. City of Virginia Beach,"4-Minor Arterial (H,3)",4-Two-Way Divided,Urban,NonVDOT secondary,5,3. City or Town Hwy Agency,Hampton Roads,HAMP,S-VA134PR DIAMOND SPRINGS RD,1.24,1086547,130.69,-76.17530825,36.88187566
392,170565023,2017,2/18/2017 5:00,106,O,0,0,0,0,0,0,0,2,3. Head On,1. No Adverse Condition (Clear/Cloudy),4. Darkness - Road Lighted,1. Dry,9. Within Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"2. Two-Way, Divided, Unprotected Median",4. Four Approaches,3. Traffic Signal,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,Yes,No,Belted,No,No,No,No,No,No,No,No,No,No,,NOT_RD,Urban Intersection,No,No,Yes,Yes,4. Richmond,127,127. City of Richmond,"3-Principal Arterial - Other (E,2)",4-Two-Way Divided,Urban,NonVDOT primary,1,3. City or Town Hwy Agency,Richmond Regional,RICH,R-VA   US00060EB,184.4,209800,11.9,-77.52008829,37.50224442
393,171465203,2017,5/21/2017 4:00,1455,O,0,0,0,0,0,0,0,2,1. Rear End,1. No Adverse Condition (Clear/Cloudy),2. Daylight,1. Dry,8. Non-Intersection,3. Grade - Straight,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,20. Motor Vehicle In Transport,1. On Roadway,No,No,Belted,No,No,No,No,No,No,Yes,No,No,Yes,12,NOT_RD,Not Intersection,No,No,Yes,No,2. Salem,60,060. Montgomery County,"1-Interstate (A,1)",4-Two-Way Divided,Rural,VDOT Interstate,6,1. State Hwy Agency,New River Valley,,R-VA   IS00081NB,123.25,,,-80.29696936,37.17999405
394,170925024,2017,3/31/2017 4:00,229,O,0,0,0,0,0,0,0,1,9. Fixed Object - Off Road,5. Rain,5. Darkness - Road Not Lighted,2. Wet,8. Non-Intersection,1. Straight - Level,"2. Blacktop, Asphalt, Bituminous",1. No Defects,"3. Two-Way, Divided, Positive Median Barrier",1. Not at Intersection,6. Traffic Lanes Marked,1. Yes - Working,2. No,,,3. No,5. Guard Rail,4. Roadside,No,No,Belted,No,No,No,No,Yes,No,No,No,No,Yes,10,RD_RIGHT,Not Intersection,No,No,Yes,Yes,1. Bristol,95,095. Washington County,"1-Interstate (A,1)",4-Two-Way Divided,Urban,VDOT Interstate,4,1. State Hwy Agency,Mount Rogers,BRIS,R-VA   IS00081NB,18.37,,,-81.95557534,36.70395865
